"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HGF",-1.07448608724203,2.17033954160542,-6.19117795587495,9.61666026658864e-08,2.39871884959197e-06,7.55893392552206
"CCDC3",-1.25831239410462,3.13735895996559,-6.18656793957626,9.77978140030062e-08,2.43197092168427e-06,7.54250047512215
"HIST1H3D",1.91108582382146,6.01637272957558,6.18405528646657,9.86984579334866e-08,2.45129957585056e-06,7.53354425368581
"CHST6",1.38597185050942,1.33512784369984,6.18274517440886,9.91713282657289e-08,2.45996894046413e-06,7.52887462435518
"COL25A1",-1.18665461751115,1.35927185265255,-6.17585984283737,1.01693825271888e-07,2.5100057320834e-06,7.50433548358761
"CCDC170",-1.0818231468545,1.30047936445808,-6.17526493106951,1.01914749896141e-07,2.51233767454893e-06,7.50221541026072
"SEMA3D",-1.07003917120617,1.6317738191139,-6.17167015743771,1.03259893685591e-07,2.53919656886016e-06,7.48940539903713
"ERG",-1.24700347638114,2.89527566912882,-6.17056123181226,1.03678402311915e-07,2.54633643453082e-06,7.48545394012507
"EIF4EBP1",1.31177881910977,4.53749594485476,6.16953043165784,1.04068940004149e-07,2.55277255424993e-06,7.48178095578577
"GEM",-1.48897329812339,5.35868272672749,-6.16659745652777,1.05188178818456e-07,2.57387182874865e-06,7.47133053972378
"BMP8A",1.0024125105767,1.93366233488788,6.15480469882839,1.09810558365203e-07,2.66401219066937e-06,7.42931905836337
"HOXC13",1.00383633701954,1.16384419872148,6.15409781159379,1.10093969253887e-07,2.66763057939692e-06,7.4268011453289
"LAMC3",-1.69072339316177,2.31503213271704,-6.15367724379696,1.10262931868179e-07,2.66847039377447e-06,7.42530311372633
"WLS",-1.49120849618791,4.41778400705911,-6.1519930904727,1.10942127798111e-07,2.67855460493521e-06,7.41930442855777
"TRAF2",1.03627786849822,4.44095936399632,6.15197551039433,1.10949239511887e-07,2.67855460493521e-06,7.41924181235353
"EFNA3",-1.31275515002685,7.5674728264428,-6.15035505511957,1.11606718089161e-07,2.68789561419823e-06,7.41347023162701
"NACC1",1.17865199097795,5.3638661397743,6.14970989361823,1.11869561642167e-07,2.69096406812133e-06,7.41117241795337
"COA6",1.02781083420361,2.34036974765759,6.14193674965094,1.15085230053979e-07,2.76496787901149e-06,7.38349021288136
"LRFN5",-1.15589098415204,1.22145644382215,-6.13691116217168,1.17213044852724e-07,2.8092955225317e-06,7.36559544902921
"STEAP3",1.34538121825174,4.37189876476011,6.13519602143667,1.17948150995467e-07,2.82350820738427e-06,7.35948877788087
"HIST1H3C",2.72593070180178,5.33189856232062,6.13145177819337,1.19568901218734e-07,2.8560489068829e-06,7.3461584488423
"KRBOX1",-2.09415526867728,5.45164360613397,-6.13139194106953,1.19594981656176e-07,2.8560489068829e-06,7.34594542510581
"SPATC1",1.33446359407065,1.59845260960108,6.12841421536023,1.20900018275618e-07,2.88374845512395e-06,7.33534492534576
"F12",1.46655008406038,2.16599664069963,6.12336735772541,1.23144318831442e-07,2.93375835834763e-06,7.31738017241855
"OIP5",1.21400970461505,1.37402903695192,6.12257344435943,1.23501119315004e-07,2.93873501756863e-06,7.31455436201372
"CASQ2",-1.39589941260738,1.06472720479579,-6.11917974465374,1.25037945800255e-07,2.96465267912322e-06,7.30247562527053
"CA4",-1.53687194683544,1.09329582986641,-6.11872311215445,1.25246177304363e-07,2.9660504134212e-06,7.30085047008624
"NDC80",1.15178115568873,2.79512954405214,6.1169836400731,1.26042568375613e-07,2.98135689411315e-06,7.29465985218266
"PPARG",-1.29328955036003,2.77529053632553,-6.11658391344477,1.26226287817943e-07,2.98215233371546e-06,7.29323729930344
"LCN10",-1.26909803423149,1.39478284963545,-6.11525862703131,1.26837314125432e-07,2.98947875961829e-06,7.28852094914511
"KLF10",-1.06762447753328,4.30986831235367,-6.11434005986608,1.27262547108843e-07,2.99594733235261e-06,7.28525209580299
"MRPS12",1.1034439907696,4.38511412565171,6.11186783818598,1.28414072133748e-07,3.01947834227863e-06,7.27645470067729
"MYOCD",-1.91103671330253,1.06392853882772,-6.10902011658812,1.29753350200594e-07,3.04161900288845e-06,7.26632174445978
"LONRF2",-1.4064106881427,2.00144108737686,-6.10549499402642,1.31430467702864e-07,3.07584447913806e-06,7.25377938826766
"AL117190.2",-1.85239421093987,4.90283296098768,-6.10205516086493,1.33087790085138e-07,3.11047222072906e-06,7.24154153410872
"TBX15",-1.14127952225432,2.10855986383144,-6.10177598783608,1.33223204984671e-07,3.11047222072906e-06,7.24054836883034
"SDHD",-2.18933976474083,8.50693298818533,-6.10066983727153,1.33761099922079e-07,3.11936536895749e-06,7.23661327660458
"DCTPP1",1.10888761076266,4.17447319927403,6.09888532149127,1.34633424934471e-07,3.13602757329779e-06,7.23026514967497
"PTGDS",-2.38246736799557,6.90361699029801,-6.09698168205895,1.3557021934211e-07,3.15046162351857e-06,7.22349356777615
"FBXO41",1.1909015389185,2.87662790976486,6.09357487723367,1.37262944043658e-07,3.18235406674848e-06,7.21137575740558
"KLF15",-1.32373142093692,2.17004430594476,-6.08874540852231,1.39698622058469e-07,3.23504885976658e-06,7.19419937123808
"CKS2",1.92886398247045,3.14496982180553,6.08841844878082,1.39865064862054e-07,3.23513268189075e-06,7.19303658793761
"MALRD1",-1.00185883417495,0.971802024035619,-6.08798794504126,1.40084518827349e-07,3.2364410518379e-06,7.19150558043141
"TMEM178A",-1.06992579341718,1.59034213033357,-6.08355485110245,1.42364352125851e-07,3.28529304574742e-06,7.17574105648964
"LYPD6B",-1.5986109897249,1.84459249947682,-6.07956384154922,1.44448376223551e-07,3.32951831460061e-06,7.16155013214895
"C16orf45",-1.21049624778707,3.30752811171989,-6.07795933654142,1.452947413683e-07,3.3451462528931e-06,7.15584535995154
"PDLIM3",-1.28482756078122,5.20605121998734,-6.06919807225132,1.50003981630792e-07,3.44160405429817e-06,7.12469903380585
"DES",-3.9532620490841,3.1893247621775,-6.06571675675871,1.51917075321961e-07,3.47346417672273e-06,7.11232488016494
"ISG15",2.44243533331629,5.02625662413711,6.06130600864396,1.5437580047737e-07,3.52490077362734e-06,7.09664869829052
"ITPR1",-1.22999323259473,4.43493184743911,-6.06083306332692,1.54641776422413e-07,3.52490077362734e-06,7.09496791550106
"BRIP1",1.03175547192007,2.68941337294818,6.05765724391286,1.5643964126247e-07,3.55640644421512e-06,7.08368202210389
"TOP2A",1.77570520767324,2.31888215695649,6.05327168221649,1.58956567436784e-07,3.60537447306103e-06,7.06809860445326
"FAM64A",1.31291870089877,2.50283405493161,6.04325855715916,1.64855139517985e-07,3.7264013277393e-06,7.03252520948614
"SLC7A8",-1.03650483459944,3.98595922130567,-6.02916283592801,1.73529242421711e-07,3.91356698941768e-06,6.98246364508669
"HIST1H2BJ",1.96302309388823,5.21264809835498,6.02618214183446,1.75420798483301e-07,3.94726596270069e-06,6.97187999893311
"JUND",-1.12964759406544,7.85394079074529,-6.02314325130251,1.77370387072751e-07,3.98662015921776e-06,6.96109058861816
"BGN",1.38683965460162,7.09461113719427,6.01808335818258,1.806644421849e-07,4.05606983251049e-06,6.9431276923471
"USP18",1.35986792827031,2.59697797903571,6.01409169962629,1.83305910717191e-07,4.11072814902919e-06,6.92895883228724
"PARPBP",1.04660869540343,1.47720650856719,6.00450474736633,1.8980790897374e-07,4.24695196328742e-06,6.89493515446732
"EN1",2.90329283517277,2.94944491626846,6.00324611824909,1.90678377135764e-07,4.25684120821403e-06,6.890469002191
"MLK4",1.22395123479079,2.19714869939853,5.99980319251828,1.93079828671682e-07,4.30561516933518e-06,6.87825283132078
"RNASE4",-1.30040607132244,3.60772345724682,-5.99090543034584,1.99426170825854e-07,4.43717647048028e-06,6.84668726806968
"JUN",-1.23122706883346,6.83877863399804,-5.9834146574132,2.04929395371905e-07,4.55452142801384e-06,6.82011923370825
"KLF2",-1.19494064193729,5.71226017330008,-5.9761275092842,2.10427776673225e-07,4.66628291821463e-06,6.79427882176886
"SYTL4",-1.04878879166344,3.02256737557453,-5.97555117580159,2.10868842533774e-07,4.67085064916784e-06,6.79223535771828
"OLR1",1.38356028796688,2.34930183636699,5.97302797926466,2.12810675158533e-07,4.70861392508339e-06,6.78328943864068
"SCML1",-1.01758565941551,2.23342454017852,-5.97097134857292,2.1440657790357e-07,4.73864771564631e-06,6.77599819390646
"PRAME",2.37099029345763,1.60968740556924,5.96334016374714,2.20432834844961e-07,4.86642221726059e-06,6.74894760512254
"ATP6V0B",1.02296981587579,6.0027765200488,5.96002735956184,2.23101023272173e-07,4.91440602150199e-06,6.73720642623298
"SLC25A10",-1.86061034655999,8.32656383545855,-5.95739934833392,2.25240471655625e-07,4.95603868363855e-06,6.72789308295743
"KLHL29",-1.29559814580757,3.73390003825633,-5.95598521335874,2.26400133090502e-07,4.97604451811414e-06,6.72288186096798
"TPRG1",-1.10028749346094,2.72315304077927,-5.94509812052932,2.35528978796306e-07,5.15956480672967e-06,6.68430860383727
"SLC25A25",-1.08132360648889,4.16650003036033,-5.94031277025756,2.39656315654519e-07,5.22692792068017e-06,6.66735790531727
"HOXC11",1.39491362670701,1.06565141172492,5.93435667157739,2.44893909947641e-07,5.33530383415535e-06,6.64626354770246
"HIST3H2BB",1.76331117319939,3.45441997101211,5.9304419622672,2.48398140119457e-07,5.4057203132897e-06,6.63240110474015
"HIST1H2AD",1.77566097094882,5.70796477392276,5.92913152861107,2.49582258782478e-07,5.42554693626812e-06,6.62776107050396
"ISM1",-1.09331297955366,2.63705133520754,-5.92141444654461,2.56670079401739e-07,5.55958396933156e-06,6.60043985243158
"HIST1H2BM",2.03725713091451,3.72535028473108,5.91171245934713,2.65865243631406e-07,5.74182231055697e-06,6.56610046026593
"CAPS",1.78529079627408,5.31550445886784,5.9034406149661,2.73962843844809e-07,5.89747317914682e-06,6.53683101804646
"DYNC2H1",-1.02801484246751,2.10030934731842,-5.90010367242145,2.77298404639807e-07,5.96281601925144e-06,6.52502556025193
"EBF3",-1.1264997689503,1.6074608408789,-5.89800695873041,2.79414849072791e-07,5.99534949916554e-06,6.51760841897948
"CXCL11",1.13553787749418,0.885984099606765,5.88879848683593,2.88901513066706e-07,6.19221592569837e-06,6.48503913127918
"RASD1",-1.42546917082486,4.12244073265634,-5.88481770077142,2.93100933162329e-07,6.26870015177859e-06,6.470962474462
"CDH5",-1.06374789523953,3.77899861384926,-5.88196125206055,2.96151560467895e-07,6.31355724778606e-06,6.46086273463294
"MIF",1.54376785579503,7.83162523967701,5.8786205597715,2.99759365663673e-07,6.37678676271041e-06,6.4490519828929
"NRXN1",-1.10996923720574,0.947550278862328,-5.87690968536859,3.0162389980708e-07,6.40958851900201e-06,6.44300380859754
"HES6",1.41533521035554,2.19566310954073,5.87554504300959,3.03119357015545e-07,6.42761846802759e-06,6.43817984832275
"SLC35A2",1.02389123678634,4.14792813336043,5.87517718883319,3.03523731861598e-07,6.42933158673571e-06,6.43687953337268
"TENM2",-1.55830880383292,2.02880241944379,-5.87179213273782,3.07270088914786e-07,6.50175654595088e-06,6.4249145342516
"AL163636.6",-1.54561084283277,0.988225135083539,-5.86878617042566,3.10635353891758e-07,6.56597217710143e-06,6.41429058859812
"FMOD",-1.20719809975637,4.74407577429916,-5.86595692400275,3.13836198292028e-07,6.61954503594937e-06,6.40429214665226
"RHPN1",1.6434967545943,4.72911553367125,5.86359567388017,3.16532630417255e-07,6.66227418830556e-06,6.39594828317192
"CMA1",-1.14964597130808,1.23257156777425,-5.86298298309972,3.17236043444786e-07,6.67001370074545e-06,6.39378334415569
"ZFP36",-1.4893911612561,8.17786794917813,-5.86246081689198,3.17836752444984e-07,6.67557974030592e-06,6.39193830702992
"PSMA1",-2.2712172525375,7.94723801962222,-5.86031118287501,3.2032164463422e-07,6.71423269605461e-06,6.38434305701025
"ZFP41",-1.73545206144315,7.77185161941488,-5.85700165337272,3.24185082948938e-07,6.78024569801311e-06,6.37265061256637
"TCF4",-1.04641481191508,5.47554389722832,-5.84718395660527,3.35920186572048e-07,7.00356577859394e-06,6.33797248649881
"FIGF",-1.55134085699766,1.43711584907536,-5.84563624053165,3.37808260948737e-07,7.03554752284115e-06,6.33250665399577
"MRPL12",1.07133705934044,4.47728594791159,5.84201169059619,3.42271205103619e-07,7.12103306199351e-06,6.31970747632523
"FAM195A",1.07358408626112,3.85740137026031,5.83362998627764,3.52817080772085e-07,7.31745571801728e-06,6.29011550363817
"E2F7",1.0330624670737,1.03801446609936,5.82701107172326,3.61372369959753e-07,7.47149596121783e-06,6.26675298248364
"SNCA",-1.40541880311662,1.73974051106609,-5.82589603468419,3.62833740340236e-07,7.4939122524118e-06,6.26281779075073
"VGF",1.04350378789032,0.915461389054703,5.82341501110629,3.66106453048404e-07,7.55365432566848e-06,6.25406228553077
"VSIG2",-1.14383290692113,1.66077352498303,-5.82159185772928,3.68530028074957e-07,7.58789961432261e-06,6.24762886400243
"ACACB",-1.41013680202108,5.55203953386707,-5.81864957775875,3.72474917689179e-07,7.66118440948891e-06,6.2372471797838
"RAD51",1.22398951330725,1.95031783572169,5.81459387229699,3.77981421273975e-07,7.75838105298822e-06,6.22293852848444
"GPD1L",-1.0209050257855,3.18028298068706,-5.81326171902988,3.79807675244027e-07,7.78782115523588e-06,6.21823908207391
"LAGE3",1.05332561172698,3.87097645197127,5.81285032226375,3.80373428182871e-07,7.79138107687162e-06,6.21678783792895
"SPP1",2.83152048483632,5.51592212229914,5.81236371869462,3.81043685167866e-07,7.79707207064916e-06,6.21507132037959
"PI16",-1.79497270315062,3.74029920337808,-5.80792124447295,3.87217279278576e-07,7.89899396507805e-06,6.19940159768275
"CFB",-1.87513589162602,9.17783425002173,-5.80426312207747,3.92375313388162e-07,7.99600523252245e-06,6.18650027135514
"POPDC2",-1.16919104941615,2.47054987054013,-5.79145676877865,4.10975491033341e-07,8.33231839932801e-06,6.14134814104652
"RNPC3",-1.01825875472451,3.8977120192243,-5.78892778176721,4.14750772331121e-07,8.39173431308254e-06,6.13243391349012
"HOXA7",-1.22050267751155,1.97893463564789,-5.78006305134853,4.28257784161648e-07,8.63863341472872e-06,6.10119355370844
"GINS2",1.02142732257269,2.00375013694131,5.77637580876939,4.3400364160278e-07,8.74565756085764e-06,6.08820214377577
"PNPLA7",-1.31322305821512,4.1654803336323,-5.77302651793114,4.39289114690171e-07,8.82531387237514e-06,6.0764029215317
"FBLN1",-1.13775938534799,6.95432326886634,-5.77118365359031,4.42224496151047e-07,8.86635571546433e-06,6.06991128971344
"IGSF9",1.47387907001674,4.05308605105053,5.7628535421244,4.55737610475182e-07,9.07532144567621e-06,6.04057314880339
"ENPP2",-1.66449738374089,3.59640488170527,-5.76012321333759,4.60255261209858e-07,9.14481178497867e-06,6.03095900200115
"FGFR1",-1.36928841808856,6.9483084736518,-5.75952264334425,4.61254919276443e-07,9.15423797051027e-06,6.02884437662975
"CACNA2D3",-1.10041027601057,0.984567969893074,-5.75928496248767,4.61651137271694e-07,9.15423797051027e-06,6.02800750766145
"VWF",-1.10324117643204,5.25897571886905,-5.75672109587588,4.65946666094937e-07,9.21183513297543e-06,6.01898064623835
"PGK1",1.10543141954299,6.87451271187973,5.75434137549176,4.69969137476885e-07,9.27290644739645e-06,6.01060287403113
"HIST3H2A",1.67681397568653,3.79569503856973,5.75260621952596,4.7292378697533e-07,9.32194714624288e-06,6.00449473625431
"CA12",-1.9720148192587,3.46990546417822,-5.73644790028766,5.01338255538086e-07,9.83325745240496e-06,5.94763235339716
"CTSB",1.08045011578645,8.35964174358021,5.73087472568182,5.11526242378242e-07,1.00082140120997e-05,5.92802773438912
"IER3IP1",-1.94352802933373,6.45315966345178,-5.73074308024149,5.11769361130066e-07,1.00082140120997e-05,5.92756469726832
"METTL24",-1.08356497771536,1.25463776464459,-5.72734808199993,5.18078871178306e-07,1.01216411911915e-05,5.91562423436452
"GNG12",-1.00853135933097,3.35046571854777,-5.72455780670322,5.2332222107868e-07,1.02040129642908e-05,5.9058117542225
"HIST1H1A",1.61402775719494,1.94674635317848,5.72081130406318,5.30445309513742e-07,1.0332762602675e-05,5.89263814119355
"IL1RL1",-1.18510624223578,1.44085930336521,-5.713999154447,5.43644173783527e-07,1.05794966590645e-05,5.86868969972088
"DBF4",1.03582897393369,2.52299278971902,5.71362602688705,5.44376458797658e-07,1.05833814675643e-05,5.86737812867094
"HIST1H4J",1.59078178416917,7.67152834397066,5.70904146169404,5.53454164032015e-07,1.07283714977094e-05,5.85126454744064
"PIK3C2G",-1.55994693471272,1.90569493736539,-5.70781555302862,5.559068599808e-07,1.07654126714995e-05,5.84695626282976
"SCUBE2",-1.81551565820816,3.55848333718545,-5.70435420042854,5.6289036358386e-07,1.08900376183522e-05,5.83479290283762
"TLE4",-1.06293804977782,4.16876122561577,-5.69920553155668,5.73439340494912e-07,1.10833329341376e-05,5.81670319140059
"RPH3AL",-1.09386030626541,3.24891420425844,-5.69805935607744,5.75814250233824e-07,1.11076245998989e-05,5.81267661736968
"NDUFB8",-2.05919539716,8.55757332014813,-5.69638841492836,5.79293968429127e-07,1.11639106292127e-05,5.80680683022228
"AL953854.2",-1.31441262454731,1.17223086455885,-5.69384241394675,5.84636107602461e-07,1.12450482303517e-05,5.7978637996917
"EFNA4",1.13559574820844,3.71581794816728,5.6924344313914,5.87611343478566e-07,1.1291344084696e-05,5.79291852414696
"C7orf13",1.23130982742402,2.19855836953422,5.68449615503984,6.04668889358525e-07,1.15632013115154e-05,5.76504182728518
"VIT",-1.12458684747647,1.3621276413413,-5.68293602324873,6.08078514967607e-07,1.16128715321564e-05,5.75956414659937
"TBC1D9",-1.13606999170501,4.02348765954396,-5.67973097655804,6.15142956968833e-07,1.17183848629087e-05,5.74831214837906
"RHOB",-1.10558120525252,6.81094469548522,-5.67584481885443,6.23817866190833e-07,1.18679732515761e-05,5.73467084617798
"E2F3",1.09871476341909,2.61640303981427,5.67211576955146,6.32256027077655e-07,1.19783059173627e-05,5.72158297522561
"LAYN",-1.01267472174379,2.29685839853772,-5.66715635379119,6.43653779360228e-07,1.21681797736521e-05,5.70417984064651
"WDR34",1.19733983432262,5.16421812318549,5.66535730350948,6.47838499799838e-07,1.22124318335133e-05,5.69786761416517
"ARPC1B",1.0794719319109,6.60069009899633,5.66494923745915,6.48791435861811e-07,1.22188028806998e-05,5.69643591802669
"HIST2H2AA4",1.81836755721231,8.59225934892565,5.65943077721629,6.61815654545339e-07,1.244050637669e-05,5.67707671462492
"LRP8",1.44380280438557,3.27607065139795,5.6564507243255,6.68956323466628e-07,1.25509850717266e-05,5.66662420803485
"DEPTOR",-1.24174065487877,3.44506147376488,-5.65211432042008,6.79483599051655e-07,1.27005264624246e-05,5.65141652574686
"OAS3",1.15300806933798,4.95263925028553,5.64909272612655,6.86915854057544e-07,1.2827378857396e-05,5.64082140972651
"MMP28",-1.33394880235155,2.37126587570745,-5.6422755300957,7.03981378866607e-07,1.31090965479856e-05,5.61692185869845
"CKS1B",-2.17977439687636,8.52376390109339,-5.64080058065419,7.0772854209229e-07,1.31665340850484e-05,5.61175188077171
"TRAIP",1.00659399931178,2.40507562862441,5.64026473279255,7.09094771413073e-07,1.31672934702863e-05,5.60987370838434
"TYMP",1.28173519306666,6.88287703076666,5.63927549348757,7.11623862785014e-07,1.32019183283618e-05,5.60640648400567
"BOLA2",1.24112600225946,2.49184418211963,5.63699641177957,7.17484631649491e-07,1.32858361101992e-05,5.59841896686716
"KLHL17",1.02586119431731,3.95629079683989,5.63629926677492,7.19286906477277e-07,1.33068077698296e-05,5.59597582390124
"ERBB4",-1.83930280373804,2.16513098754856,-5.63160648648177,7.31536048009333e-07,1.35082618381946e-05,5.57953178401016
"FILIP1L",-1.12588254743073,4.23098299900889,-5.63087319555754,7.33468670349295e-07,1.35313732694245e-05,5.5769625318069
"TICRR",1.34973629582618,2.62228112877052,5.61911569922552,7.65155852724015e-07,1.40507224008997e-05,5.53577796543466
"PRDX1",1.05729846079348,6.46806536314821,5.60797100335458,7.96441948844164e-07,1.45713674784389e-05,5.49675832582121
"TTYH3",1.10641827815002,6.23308034813858,5.60711377979076,7.98900224925271e-07,1.46028965676543e-05,5.49375777409404
"ACAN",1.14892067962664,1.74924742486604,5.59231838441446,8.42533060402251e-07,1.5315909768648e-05,5.44198617533719
"BLM",1.15423493277386,1.48969253226774,5.58975220531308,8.50337521827305e-07,1.54295490604445e-05,5.43300995398037
"C11orf96",-1.61354295594241,4.43305114757141,-5.58504102040659,8.64852357773846e-07,1.56358066393162e-05,5.41653326677006
"SLC26A10",-1.05781406417554,2.70435591402912,-5.58321527556879,8.70543080658502e-07,1.57101003356982e-05,5.41014887366055
"CTXN1",1.62222422060705,3.92706788872962,5.58224300240389,8.73588704756194e-07,1.57507567829408e-05,5.40674916259695
"POLD1",1.03650335739301,4.65645314445425,5.57984030535503,8.81160428284692e-07,1.58728708518482e-05,5.39834834567898
"MKRN3",1.62278238416698,1.70734210300352,5.5733685788126,9.01879830509619e-07,1.61873986923176e-05,5.37572481570462
"ARHGAP11B",1.19595120102207,3.26082896991812,5.57146292374027,9.08072256114496e-07,1.62691502765906e-05,5.36906431978385
"HIST1H2BF",1.75540695641134,3.67424301987738,5.56734935352887,9.21583179659677e-07,1.64788287672173e-05,5.3546887530052
"RRAD",-1.22614341881618,1.81109726747894,-5.5671437411589,9.22263706736407e-07,1.64788287672173e-05,5.35397027266184
"RGS19",1.11970149812669,3.82149892320009,5.56364725411668,9.33912692969913e-07,1.66570119359239e-05,5.34175332092783
"C16orf89",-1.52531656004504,2.04608384567844,-5.56203858765302,9.3932098105245e-07,1.67384471502521e-05,5.33613315688983
"CMYA5",-1.58096054639226,2.43216753339061,-5.56168772447952,9.40504685110951e-07,1.67445229287361e-05,5.33490740566618
"CPEB2",-1.00119169960473,2.93319360832251,-5.55245519867344,9.72188629497341e-07,1.72776528439022e-05,5.30266001202414
"SLC25A27",-1.17883259052839,3.42355623476467,-5.55098017517364,9.77347546429449e-07,1.73538144772178e-05,5.29750924842507
"BMP4",-1.30369743437268,2.77844931477703,-5.54876786825524,9.85135968082089e-07,1.74764879909134e-05,5.28978452391366
"PDXP",1.08172308761037,2.57255659636835,5.54600757825472,9.94939761663103e-07,1.76346638041786e-05,5.28014745490082
"USP2",-1.21025085316422,2.11190871148534,-5.54240893068673,1.00786632834224e-06,1.7800263180295e-05,5.26758516394055
"CDON",-1.08587344859764,3.34349634290139,-5.54080099869583,1.01369572155537e-06,1.78873181985645e-05,5.2619727800551
"HMMR",1.07098004955171,1.07254250192594,5.54023952813724,1.01573912707068e-06,1.79074717974865e-05,5.26001309680744
"LBX2",1.38560025698763,2.86111346157081,5.53984378746056,1.01718182737599e-06,1.79170086242319e-05,5.25863188463058
"MFAP2",1.35387497832523,4.62349186105734,5.53186247081508,1.04671507925e-06,1.83883129174343e-05,5.23078070127475
"GSC",-1.19930093796794,1.65484244032864,-5.52898669667432,1.05756298131374e-06,1.85624725050554e-05,5.22074797235607
"TAP2",-1.96511663825697,8.61966612577804,-5.51911002296391,1.09567363162374e-06,1.91974774133441e-05,5.18630099196371
"ARID5A",-1.1172021781667,5.43767401459467,-5.51842395177522,1.09837086444031e-06,1.92108544943349e-05,5.1839087415663
"HIST2H4B",1.90663993365278,4.71587685979384,5.510893105948,1.12841314436858e-06,1.96498166217872e-05,5.15765442810303
"LHFPL5",1.36268908028067,2.80150128943326,5.50609138726871,1.14799132752191e-06,1.99209080231728e-05,5.14091917559223
"ABCD1",1.0177170322467,3.76685587888554,5.50563826280032,1.14985612899793e-06,1.99358563935949e-05,5.13934010636245
"AK5",-1.18623459504641,2.63857020095383,-5.50244893375935,1.1630666477785e-06,2.01473158018404e-05,5.12822670701434
"LDB3",-1.49078876923494,1.71788233629558,-5.50139482456563,1.16746580561093e-06,2.01883186176532e-05,5.12455395908561
"CHPF",1.39339741143972,5.49126490498165,5.4967534569877,1.18703246885328e-06,2.05088244553443e-05,5.1083845230513
"MROH1",1.13908041976755,6.06173438051868,5.49432876027551,1.19738295494027e-06,2.06696802186866e-05,5.09993881765512
"HMCN1",-1.07510555013076,2.77661499849056,-5.48974641830099,1.21718836812181e-06,2.09751220175301e-05,5.08398017496728
"CXCL14",-1.97134825696133,5.09498668771645,-5.48123066123168,1.2548590601811e-06,2.154952002311e-05,5.05433184841148
"ZBTB20",-1.07364551229304,5.42574513090098,-5.47810538855298,1.26897154334517e-06,2.17341175101206e-05,5.04345389025445
"SOX17",-1.10757568863579,1.93300222030719,-5.47788251751428,1.26998391611304e-06,2.17341175101206e-05,5.04267821629976
"PHLDB2",-1.25561613036726,4.06844282615332,-5.47367450698365,1.28924909060464e-06,2.20069503275116e-05,5.02803429334474
"TMEM206",1.18039204957509,3.00837969022368,5.47307871186751,1.29200002826161e-06,2.20343913952975e-05,5.02596115279621
"NOX4",1.16357645685602,2.24737103903857,5.4728463106205,1.2930746573515e-06,2.20343913952975e-05,5.02515250048137
"HBEGF",-1.34119957666731,2.896577644193,-5.47112738782209,1.30105049910981e-06,2.21513045131215e-05,5.01917169218502
"APBA2",1.0255889448309,3.37103636821773,5.46842621183171,1.31368243999933e-06,2.23472229455022e-05,5.00977421407769
"SELP",-1.06319630538042,1.81702407219235,-5.45422362171364,1.38212280733323e-06,2.34712803922256e-05,4.96038265611085
"CHTF18",1.29557065999228,4.63644106955755,5.45350895622234,1.38565835322508e-06,2.35112261487866e-05,4.95789818306235
"AMY2B",-1.05701937981858,3.23025042711713,-5.4521423843382,1.3924438887902e-06,2.3606201046393e-05,4.95314764920699
"ALDH1L1",-1.26323983498786,2.69316031060124,-5.44701346073434,1.4182052684408e-06,2.39775844456263e-05,4.93532103777474
"RAC3",1.24827830612572,3.58128893512787,5.44682168911924,1.41917757854228e-06,2.39775844456263e-05,4.93465458158888
"LRP4",-1.30064523035514,2.3046203594912,-5.43633870343001,1.47334283041417e-06,2.47873401333608e-05,4.89823282808855
"RADIL",-1.10965863043078,2.36922383037816,-5.4346400332738,1.48231020708396e-06,2.49171078718707e-05,4.89233275610097
"RFC4",1.00002573297851,2.78503429432785,5.43416223542046,1.48484223913883e-06,2.49279548746635e-05,4.89067328547939
"ADAMDEC1",1.04616002273733,0.866204594539303,5.42386267299605,1.54047513256296e-06,2.58075045606184e-05,4.85491057237015
"ITGA8",-1.25719244379802,1.53235727736719,-5.42326170829053,1.54378411764882e-06,2.58411513340896e-05,4.85282442356027
"EFNB2",-1.03216960316901,3.02500845684193,-5.42147631080844,1.55365623917335e-06,2.59845082627402e-05,4.84662707546895
"GLDN",-1.17370939672772,1.61094748532137,-5.41563978151099,1.58636607951009e-06,2.64869812048622e-05,4.82637150384122
"TAP1",1.2274755345152,5.33838493850283,5.41526041689913,1.5885155721071e-06,2.65006010933636e-05,4.82505512671132
"PDGFRA",-1.05508013911123,4.30154452169997,-5.40893652087101,1.6247739364151e-06,2.69921683466819e-05,4.80311513480096
"RCOR2",1.13990523594208,1.84479371241677,5.40626416136853,1.64034082800716e-06,2.72052854020654e-05,4.79384576846059
"TUBB3",-2.05266164306598,8.60667082873191,-5.40568590218065,1.64372862610236e-06,2.7238735673084e-05,4.7918401758666
"MARCKSL1",1.30322520016731,6.1550108667427,5.39138727143803,1.72973395410242e-06,2.85212314805485e-05,4.74226620387932
"FBXL6",1.31856909926604,4.68517365857692,5.38442532409713,1.77320477718268e-06,2.92137692519425e-05,4.71814168704842
"TAGLN",-1.19195966722778,8.26462731360571,-5.3799500250509,1.80171706746422e-06,2.96589199780005e-05,4.70263837128662
"KCNG1",1.4273542292426,2.93417331808455,5.37518816283399,1.83255261915748e-06,3.00917256116032e-05,4.68614620672487
"HIST1H4L",2.09240440625427,4.09904846868685,5.37409652855176,1.83969467069265e-06,3.01840573179126e-05,4.68236601896852
