"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AKAP12",-2.19095849826982,2.9378711624404,-8.35180110023186,3.57055942595956e-11,3.1252619045987e-09,15.2983318338196
"EHD2",-1.15355066056217,5.43605194877152,-8.34125400782128,3.70929091226064e-11,3.23245180419766e-09,15.260939395863
"KIAA1377",-1.00299087973901,1.61120157075984,-8.33962496628351,3.73119670493245e-11,3.23734267817916e-09,15.2551632503113
"CENPA",2.0079113563287,1.9865031353569,8.32646875131362,3.91294489023364e-11,3.38027400104575e-09,15.2085077006861
"FOXM1",1.55407996643135,4.47046598942747,8.32234165711303,3.97177385245814e-11,3.41624132790003e-09,15.1938692866205
"SPARCL1",-2.11710062850601,4.90672957441822,-8.31243269608894,4.11667686046764e-11,3.52561433364791e-09,15.1587180832416
"ANKRD18A",-2.12464971751681,6.49476145449407,-8.30899743529976,4.16814353930577e-11,3.55437098637195e-09,15.1465301257316
"CDCA8",1.96946427765774,2.09761049625868,8.2959898405227,4.3689546971325e-11,3.70969063578315e-09,15.100372793263
"ASPM",1.55095834648502,1.33428016618678,8.2859767623319,4.53014043449804e-11,3.83018554438474e-09,15.0648332179389
"LEPR",-1.18819243644644,2.49546557007669,-8.28351899007696,4.57061018648648e-11,3.84802770319067e-09,15.0561087159588
"HLF",-2.06092769317594,2.51195092897714,-8.27757349422484,4.67001870598435e-11,3.91513087211827e-09,15.0350018577924
"MRPL30",-1.04850769371541,5.14934728647125,-8.27447250576602,4.72272685706412e-11,3.94268319004231e-09,15.0239921735819
"GALNT16",-1.92492253220895,3.78363069426581,-8.27294757997741,4.74886532161966e-11,3.94791653034565e-09,15.0185778597921
"IGF1",-1.99953821293791,3.89245881104075,-8.23991917358531,5.35210549671254e-11,4.43087433809089e-09,14.9012690759304
"UBE2S",1.6262667448397,4.80203081051139,8.23323310272031,5.48330113357244e-11,4.52065187647099e-09,14.8775125633145
"FAM13C",-1.47733130801783,2.97728110544082,-8.22355433417021,5.67896970551746e-11,4.66262186276556e-09,14.8431171428915
"TLR9",-2.24902303236823,4.53494117420948,-8.21704386959313,5.81452114605848e-11,4.7542683395488e-09,14.8199773100934
"ADCYAP1R1",-1.53460917730902,1.7566031422498,-8.21136768851651,5.93535400865941e-11,4.83317822942843e-09,14.7998003747108
"CIDEA",-3.16250742710407,2.24443250106825,-8.20477454542942,6.0788796471521e-11,4.92984733507204e-09,14.7763612000666
"COL14A1",-2.25504131534477,4.77145773403672,-8.20136751136415,6.15440920596712e-11,4.95296796709752e-09,14.7642477573883
"CLMP",-1.55393643747699,3.97810011007447,-8.20023413706165,6.17974318918287e-11,4.95296796709752e-09,14.7602179603139
"ESPL1",1.57918066960408,2.75648385498711,8.20012565640451,6.18217351572894e-11,4.95296796709752e-09,14.759832244688
"CSRNP1",-1.64256466409692,4.60655114465152,-8.19899172140768,6.20763500230148e-11,4.95339356870394e-09,14.7558003591474
"RORA",-1.48195626549237,4.66132383914211,-8.19607298304271,6.27365856317127e-11,4.96737423065234e-09,14.7454219245421
"ECE2",1.46923896337783,2.38737058649384,8.19600710250891,6.27515693740871e-11,4.96737423065234e-09,14.7451876602765
"TRIM59",1.18232078001975,2.11265283334568,8.19330671476608,6.33688459930978e-11,4.99633175014627e-09,14.7355851140729
"ZCCHC24",-1.21905627240231,4.04363829114147,-8.1734337263958,6.81033327895398e-11,5.32734298895814e-09,14.6649020273286
"BUB1",2.12353396103716,2.04984797031346,8.17014029884831,6.89216093834637e-11,5.37020963466682e-09,14.653185623446
"MOCS1",-1.52903315141081,3.66978922742924,-8.1607180684499,7.13176252978349e-11,5.53519491032298e-09,14.6196619902715
"TENC1",-1.12939761562891,6.62139827711643,-8.15840995953938,7.19172205670738e-11,5.56001266710969e-09,14.6114490121818
"PTGER3",-1.35562413284284,3.01823186918074,-8.15221885701694,7.35506734087027e-11,5.66425709285858e-09,14.5894174001815
"ECM2",-1.27593587759832,3.40601216103361,-8.15096808058474,7.38851774910042e-11,5.66804861609561e-09,14.5849660927402
"CPE",-1.760048046735,4.6186291745018,-8.14397714427176,7.57831685298653e-11,5.78729163515023e-09,14.560084628223
"RFX2",-1.47357090915068,4.40448034260753,-8.11831557481218,8.31800219030479e-11,6.28581658745739e-09,14.4687254352374
"SLIT3",-1.37130842123927,5.23078782409458,-8.1182379265945,8.32034708591924e-11,6.28581658745739e-09,14.4684489315325
"RAPGEF3",-1.64436063965228,4.77450706944887,-8.11273403177228,8.48826265856555e-11,6.38838222587269e-09,14.4488487002375
"FOXO1",-1.042685045348,3.52728534631658,-8.10662981832528,8.67847923313434e-11,6.50689448615646e-09,14.4271083976525
"IDH2",1.48234834142463,6.09005941191266,8.1000003789134,8.8899185467536e-11,6.63000277002463e-09,14.403494830552
"MSRB3",-1.02338711514613,3.89773114465686,-8.09939723266124,8.9094103356816e-11,6.63000277002463e-09,14.4013463317567
"HIST1H3B",3.10611809919982,6.02313262842226,8.08842575939288,9.27156552291615e-11,6.87375878264257e-09,14.3622603040349
"CXorf36",-1.08002597140112,3.40642713545558,-8.07866280788784,9.6062507657298e-11,7.095412507966e-09,14.3274733592941
"MATN2",-1.37385743196846,4.60039537878065,-8.0768843041005,9.66851453428931e-11,7.11495241784423e-09,14.3211356337993
"BAX",1.01309098149788,5.20036487119765,8.07166271769835,9.85367035656363e-11,7.22444931050047e-09,14.3025273058708
"CCT3",1.00077187565206,6.26847303701001,8.06955631295791,9.92936756412212e-11,7.25318397542435e-09,14.2950201726965
"ITM2A",-2.11728049749757,3.98927526736729,-8.06165256158411,1.02186489925228e-10,7.43514942092851e-09,14.2668491337787
"ROBO4",-1.25082086691299,3.89583705334992,-8.06072056750788,1.02533139128009e-10,7.43514942092851e-09,14.2635270118448
"SYBU",-1.70594467223691,2.80942639693075,-8.05688465462166,1.03972365660632e-10,7.51209793931309e-09,14.2498532250518
"ADM2",1.68175166594165,2.36811200397486,8.03923726601764,1.10859622975867e-10,7.98068785836052e-09,14.1869345500767
"IDS",-1.8472579547763,9.85729239210846,-8.0308084189194,1.14309108885687e-10,8.19930572003506e-09,14.1568763857486
"RECQL4",2.12215487560131,4.5337630049956,8.01476553785688,1.21175415460029e-10,8.62951372679321e-09,14.0996541394083
"FBXL7",-1.1983289227289,3.16162209704133,-8.0085914185112,1.23927023761989e-10,8.7939501254534e-09,14.0776280706479
"CYP4F12",-2.46860335089881,2.24024990313665,-8.00339281166034,1.26292499079625e-10,8.92868659277328e-09,14.0590804037776
"MRVI1",-1.38603075142294,3.51294366174347,-8.00245391703858,1.26724526607382e-10,8.92868659277328e-09,14.0557304342464
"PAFAH1B3",1.58658917699182,4.15701701407849,8.00094381283629,1.27422509696511e-10,8.94614079561828e-09,14.0503422857186
"ECSCR",-1.56981483121247,3.85967355378357,-7.99504697286153,1.30185263507859e-10,9.10792605858328e-09,14.0293007204388
"GPRASP1",-1.24299132470648,2.5585633629876,-7.98575272120827,1.34662436974634e-10,9.38809810613687e-09,13.9961321837685
"BUB1B",1.49223776414235,2.06772194532852,7.97794205482892,1.38544348125374e-10,9.62495682833234e-09,13.968254322786
"BOP1",1.52795076313351,5.4385716574181,7.97547207237272,1.39795175296618e-10,9.67801511487282e-09,13.9594377303168
"RBPMS",-1.3578037127016,6.22641565213165,-7.97329251189104,1.40908347431996e-10,9.72120817752196e-09,13.9516575110695
"AURKB",2.21903648328963,3.24310762479534,7.96765025187448,1.43831566789172e-10,9.88854463852617e-09,13.9315154985982
"MMRN2",-1.34825546124949,4.23467556360054,-7.95728900349917,1.49359235122855e-10,1.02331677332966e-08,13.8945227596115
"DEPDC1B",1.21424661210978,1.10191613412994,7.94690045253463,1.55115723835192e-10,1.05910457624791e-08,13.8574265404194
"SPRY2",-1.53143182346233,3.89111794390621,-7.94480609115053,1.56302967887933e-10,1.06355605101553e-08,13.8499471144029
"PTRF",-1.06990857538292,6.49141728975231,-7.93623252349231,1.61259034749513e-10,1.09353438956931e-08,13.8193265025686
"CDC45",1.92237101762603,2.45689515086977,7.93140678312138,1.64117726107697e-10,1.10913438776661e-08,13.8020895384484
"OGN",-1.65723173438145,2.12323844466477,-7.92687847839329,1.66846493518864e-10,1.1237535524496e-08,13.785913827204
"MMP9",2.32303252182304,3.93369151976617,7.91452665166633,1.7452364375734e-10,1.17137804895996e-08,13.7417858180751
"FANCA",1.85123484441402,4.95322602200668,7.91362693528635,1.75096522492882e-10,1.17137804895996e-08,13.7385711805323
"GAREM",-1.40638552240804,2.72579416394235,-7.90161191193119,1.82930366666075e-10,1.21679342456812e-08,13.6956380259455
"GPR133",-1.26413235443783,3.25805553974247,-7.90134252111863,1.83109987390341e-10,1.21679342456812e-08,13.6946753268971
"AMOTL1",-1.40689501290392,4.3226732520753,-7.8954674603648,1.87071633147307e-10,1.23897542633462e-08,13.6736791703084
"MCM4",1.50228125069338,5.50362381672263,7.88512606167782,1.942552571091e-10,1.28227830681087e-08,13.6367169227286
"TIMELESS",1.19329880263434,2.9276321064889,7.88367006704347,1.95288665521929e-10,1.28459254690107e-08,13.6315124562702
"CRYBG3",-2.61381759619929,6.37224149384397,-7.88281390906267,1.95898908707546e-10,1.28459254690107e-08,13.6284520601877
"NUF2",1.62459422900668,1.45251932623732,7.87760451761159,1.9965349428165e-10,1.30490634140859e-08,13.6098299114055
"CXCL10",2.73203858511488,2.62463088366004,7.87263940411926,2.03299257203891e-10,1.32437801356856e-08,13.5920796869992
"MAP1A",-1.06412153720787,2.70667276593664,-7.84853319690225,2.21972790672898e-10,1.44129979669275e-08,13.5058824130522
"PELI2",-1.54085201744526,2.3003074828653,-7.84623487451067,2.23840698973363e-10,1.44869408726441e-08,13.4976627046474
"POLR2J2",-1.7128283732526,9.22607076321724,-7.82655516694217,2.40495027533611e-10,1.54645529947565e-08,13.4272695763263
"STARD13",-1.11044987333016,4.1841915727541,-7.82654649268603,2.40502636035018e-10,1.54645529947565e-08,13.4272385448342
"CST1",3.38341792829603,2.30857932919065,7.81851150818021,2.4765521965894e-10,1.58220628919726e-08,13.3984924249192
"MEOX1",-1.63035319151685,2.192582193345,-7.81715812239231,2.48880820487001e-10,1.58494007123597e-08,13.3936502168127
"HOXD8",-1.1056398783975,1.97162162019075,-7.81137056781448,2.54190989214962e-10,1.6135849088537e-08,13.3729422314574
"TP63",-2.78524880853391,3.28108569603201,-7.80859734160771,2.56775626316888e-10,1.62480092971027e-08,13.3630190023325
"LMNB2",1.30145785765703,4.61326298691946,7.80502707235004,2.60141988767692e-10,1.63568391608394e-08,13.350243231468
"KIF20A",1.8805968138228,2.1706389945302,7.80333399619265,2.61753820003879e-10,1.64062670336185e-08,13.3441845534374
"MYLK",-1.52244714161974,6.0474944628667,-7.79615623214649,2.68699243185018e-10,1.66837039463848e-08,13.3184973920557
"ARHGAP23",-1.43308859886304,4.85655583647116,-7.78090053171879,2.84081768072438e-10,1.75838649527454e-08,13.2638935612044
"STMN1",1.7598404931432,4.8727426036959,7.77797403319341,2.87132130015427e-10,1.7717479165455e-08,13.2534176781177
"SULF1",1.24153034540814,5.51652756314867,7.77437911827875,2.90924233680792e-10,1.78918169110573e-08,13.240548547304
"GRIK5",-1.2437691183362,1.49384219096443,-7.77359459231698,2.9175845181854e-10,1.78918169110573e-08,13.2377400103012
"FAM126A",-1.290211873446,3.59723283232776,-7.76352254691843,3.02684193903121e-10,1.8504714611265e-08,13.2016804316946
"GRASP",-1.39444349010438,4.51926538828274,-7.75921117724597,3.07485629025377e-10,1.8740588843881e-08,13.1862436087901
"PDGFD",-1.44363436816118,1.97138671039392,-7.75294786428127,3.1459740582709e-10,1.90571215133489e-08,13.163816375395
"GPIHBP1",-1.56007148503277,1.69735385563231,-7.74267866307458,3.26616751922362e-10,1.972507065029e-08,13.1270413407654
"FBLN5",-1.73213984535367,4.78081829588571,-7.74112795547833,3.2847136826555e-10,1.9776962472934e-08,13.1214876952733
"CCNA2",1.49938097610072,1.67896573214795,7.73401966710777,3.37108930911588e-10,2.02357019585569e-08,13.0960289851944
"DBNDD1",1.57326523952484,3.6411577607291,7.73289828256683,3.38492234931903e-10,2.0257536794765e-08,13.0920124849174
"GPR124",-1.42219692872904,4.89425489121271,-7.72957921009944,3.426200084362e-10,2.04429938366932e-08,13.0801241312153
"GAS7",-1.39196615844054,4.6277316575768,-7.72349671623279,3.50316079027817e-10,2.0839611300011e-08,13.0583364295842
"SHPK",-1.6427490369512,7.5081677010123,-7.71542383899977,3.60799142824939e-10,2.13762502970894e-08,13.0294166434361
"IGSF10",-1.68142415155921,1.91950499776942,-7.71490105722364,3.61488756345163e-10,2.13762502970894e-08,13.0275437654515
"HIST1H2BO",3.05823198656852,4.79856799017379,7.70910960407473,3.6921745952449e-10,2.17365373551516e-08,13.0067949704477
"FAM111B",1.42122122542533,1.48813517740748,7.70870062393295,3.69769471339335e-10,2.17365373551516e-08,13.0053296807386
"MCM2",1.88222867212009,4.09698839707519,7.70513759178425,3.74613765638669e-10,2.19421300619623e-08,12.9925637880501
"ESR1",-2.40029437662985,3.6086789171525,-7.70450856782178,3.75475576076661e-10,2.19421300619623e-08,12.9903100193171
"ATP1A2",-2.02405513406299,1.92030545812134,-7.69870753298814,3.83517805024598e-10,2.23463790851429e-08,12.9695243512539
"PSMA2",-1.59888241288564,7.28854559784791,-7.69605801156427,3.87248233502047e-10,2.24977636007373e-08,12.9600303922021
"SYNDIG1",1.36892668466877,1.19492213580497,7.69405018209991,3.90099414750029e-10,2.2597333153552e-08,12.9528355962487
"SYNE1",-1.03927394360174,5.48907503670239,-7.69058436419392,3.95070635385983e-10,2.28187745769886e-08,12.9404158951037
"ORC1",1.05533791210165,1.25522993841904,7.67723541426772,4.14818998169492e-10,2.38899671728395e-08,12.8925755432552
"NR3C2",-1.42512586644666,2.60017008630647,-7.67499028800609,4.18236413631891e-10,2.4014620359299e-08,12.8845286822418
"NEK2",1.31728594339722,2.50826082426867,7.67422956790323,4.19400738068184e-10,2.4014620359299e-08,12.8818021038983
"ARHGAP11A",1.3053626937284,2.13128890475937,7.66648579934698,4.31439649845349e-10,2.45623908389033e-08,12.8540455106275
"FANCI",1.50301637606844,3.63032703031,7.66125530960069,4.39766865575699e-10,2.49649367203531e-08,12.8352961036678
"PPP1R14B",1.17987811182052,5.62076337246233,7.64898051513495,4.59947783095882e-10,2.60361894653336e-08,12.7912911841458
"SLC12A8",1.38702208706896,4.16485138604383,7.63866405576277,4.77625940186267e-10,2.69600846748891e-08,12.7543023280149
"PER2",-1.22924636797806,4.60983356026378,-7.63123943580557,4.90769019815168e-10,2.74692716274423e-08,12.7276794119585
"ZBTB16",-2.14370819034752,4.6697705451809,-7.63122536246035,4.90794273881022e-10,2.74692716274423e-08,12.7276289463123
"PID1",-1.53783231482451,2.69586293203637,-7.62804120167845,4.96541770105391e-10,2.77128888489438e-08,12.7162106634182
"ALDH1A1",-1.94468874613836,3.19247188320713,-7.62166611986435,5.08252680072565e-10,2.82563249353714e-08,12.6933487108469
"TACC3",1.64160771659761,4.07244828901574,7.62043545046556,5.10545103014662e-10,2.82563249353714e-08,12.6889351800335
"PRICKLE2",-1.28410192904649,3.44685797682895,-7.60465756317997,5.40870782771557e-10,2.97223026109991e-08,12.6323462338567
"JAM3",-1.29237866605846,3.37608459335476,-7.60459041735018,5.41003626770898e-10,2.97223026109991e-08,12.6321053892797
"ZNF385D",-1.49961886325004,2.45809579024003,-7.60432925230301,5.41520637434278e-10,2.97223026109991e-08,12.6311686179294
"ITIH5",-1.35717168497573,4.5021163322686,-7.60130539514869,5.47542971298535e-10,2.99700586686793e-08,12.6203221830783
"CFL1",1.1219270187475,8.33036087031898,7.59760085083599,5.55012608366433e-10,3.02574959226586e-08,12.6070337060019
"SLC17A7",-1.02649885143002,1.25448463607168,-7.5971935626165,5.55840052935245e-10,3.02574959226586e-08,12.605572702692
"INHBA",2.02027249261556,3.4134981773518,7.5870750058462,5.76798839207447e-10,3.13126123940239e-08,12.5692740411397
"ANLN",2.14183717676397,2.90152718067908,7.58603408433256,5.78999390485492e-10,3.13464274919788e-08,12.5655397005985
"ADAMTS8",-1.47713467503022,1.64942869349659,-7.56380874457744,6.28047167361459e-10,3.39094270877848e-08,12.4857965817245
"SOX5",-1.40606002034235,2.33673712321084,-7.56297973716067,6.29955168471746e-10,3.3920268949499e-08,12.4828218283092
"ALDH1A2",-1.54408401427345,2.36695988305326,-7.55689859468018,6.44130084881935e-10,3.44965516348225e-08,12.4609999666035
"HOXC4",-1.66415545404678,5.79060175587729,-7.54839205728926,6.64496808561048e-10,3.54916319604825e-08,12.430472634694
"CENPI",1.12179450566908,2.04771545559342,7.54274194937676,6.78380234354393e-10,3.61360237972853e-08,12.4101948286019
"CLSPN",1.20264809353162,2.15958148800888,7.53577927650615,6.95889641932364e-10,3.68710167881444e-08,12.3852049008866
"HIST1H2AH",2.25725004003237,5.00611189465003,7.53415347320862,7.00042976453874e-10,3.69924305828777e-08,12.3793694591888
"RBL1",-1.4848448711226,6.65651221248718,-7.51633204972828,7.47232698960473e-10,3.93799936302691e-08,12.3153981325565
"MMRN1",-1.56323160367327,1.24241678018914,-7.51171352679498,7.59974219551407e-10,3.98414980693058e-08,12.2988179862761
"NXPH3",-1.32167958196229,1.73925765746961,-7.51077283262266,7.62595978075079e-10,3.98737354957204e-08,12.2954408855043
"HIST1H2AI",3.07037769404927,5.79259995266102,7.50923273597552,7.6690789071268e-10,3.99939445684258e-08,12.2899118659996
"ADAMTS1",-1.6698544050013,4.76223517710084,-7.50753357735747,7.71693508169359e-10,4.01381631251754e-08,12.2838117227657
"CAV1",-1.94640662166651,5.26600206550552,-7.5023277035191,7.8654286232473e-10,4.06974482591929e-08,12.26512158995
"TRIM11",1.04911324397701,4.59277928399,7.49803250852081,7.99010038736787e-10,4.11359995714485e-08,12.2497003643764
"CELF6",-1.97649385181844,5.3289004270968,-7.49798149815788,7.99159285046007e-10,4.11359995714485e-08,12.2495172163431
"HOMER3",1.16932683497701,5.05821455641531,7.47971628986019,8.54437249461802e-10,4.38544353042723e-08,12.1839327487836
"C8orf88",-1.11316906706655,1.20584109332547,-7.47909440062915,8.56385369070293e-10,4.38544353042723e-08,12.1816995751825
"AFF3",-1.95193900233375,4.12914344860102,-7.47394517976514,8.72687758976803e-10,4.44600848284874e-08,12.1632085537839
"ABLIM1",-1.5892821941576,5.23022434706909,-7.46816833436678,8.91347806020953e-10,4.52946024496939e-08,12.1424628215336
"PROS1",-1.1634645042172,2.62321983027986,-7.46448109137097,9.03466731995961e-10,4.57933175970096e-08,12.129220755347
"FAM180B",-1.10713650361254,0.866463586915756,-7.45532801250087,9.34269084934383e-10,4.72340774772551e-08,12.0963475113949
"PALM",-1.73650629226257,4.16213520466611,-7.44821228875171,9.58940763269656e-10,4.83583604705706e-08,12.0707898514315
"KIF23",1.48211088220481,2.87432559020287,7.4434631424845,9.75769378880802e-10,4.89960178905704e-08,12.0537315152528
"DLC1",-1.27540682619772,5.56818513220158,-7.44325397224913,9.76517342828824e-10,4.89960178905704e-08,12.052980188385
"ABCB1",-1.32574625175512,1.84906771991397,-7.43804262151887,9.95339080622673e-10,4.98145899065287e-08,12.0342609612241
"HCAR3",-1.07935691144815,1.02334935073728,-7.43516266134305,1.00589613919783e-09,5.02164582656322e-08,12.0239158107811
"MASP1",-1.83685134965553,1.74554319152901,-7.43350002912962,1.01204186799724e-09,5.03966412913213e-08,12.0179433459523
"SAC3D1",1.24917880005618,3.06851125332844,7.42844025107158,1.03097726966398e-09,5.12112184273843e-08,11.9997673057717
"CENPF",1.79612524027103,2.534874893072,7.42676221657767,1.03733513028778e-09,5.13985329269023e-08,11.9937392253526
"PTGS2",-2.06841245652018,2.2085048374659,-7.41897399172795,1.06736207230449e-09,5.27547686930795e-08,11.9657603023766
"CYBRD1",-1.05064679398893,5.81266567231771,-7.40601441206553,1.1192700960829e-09,5.50464790571067e-08,11.9192001611241
"PLXNA4",-1.63208170297529,2.53902563424986,-7.40497714417658,1.1235325088221e-09,5.51196726365092e-08,11.9154733727811
"LONRF3",-1.09127444449556,1.60475483529375,-7.40280441789354,1.13251362508869e-09,5.54234315686878e-08,11.9076669255529
"ACE",-1.4158236404424,8.1989847938878,-7.39109218030221,1.18218090865645e-09,5.75704717502329e-08,11.8655838011653
"PRC1",1.64608100146294,4.13610505108765,7.38897970229994,1.19136879053997e-09,5.78760550103635e-08,11.857993139887
"ABI3BP",-2.10365587438467,4.76284734171961,-7.37960157845722,1.23302918920811e-09,5.96084110958054e-08,11.8242939793552
"THBD",-1.37012810656685,3.22912059779143,-7.37704758087731,1.24462561620245e-09,6.00229766221516e-08,11.8151161562283
"FLRT2",-1.44621429723255,2.91517357643596,-7.37571351289344,1.25072634028519e-09,6.01711420220981e-08,11.8103221086867
"PTN",-2.24838620846736,2.47104387534351,-7.36913449973052,1.28125342448494e-09,6.14908799301723e-08,11.7866794916721
"TAC1",-1.75046286763998,1.04700979325025,-7.35184276111262,1.36509589444941e-09,6.53568441610006e-08,11.7245347943864
"OPN3",1.24234629940493,3.47450455320118,7.351148313419,1.36857556000909e-09,6.53659322159152e-08,11.7220388929095
"LILRB4",1.61649760495207,3.34443504792553,7.34945908689306,1.37707690505005e-09,6.56142470658018e-08,11.7159676346461
"SRPX",-1.71827520331964,3.29005435413736,-7.34831932484886,1.38284284288332e-09,6.57313503474849e-08,11.7118711771439
"PLEKHH2",-1.49359421157908,3.12796376096526,-7.3468406375106,1.39035943203525e-09,6.5930910632717e-08,11.7065565378487
"DHTKD1",1.23574033657802,4.35043238861782,7.3451176043756,1.39916975811942e-09,6.61907236287496e-08,11.7003636254743
"PARP1",1.2594442711409,5.31131275931861,7.34249263200478,1.41269957906783e-09,6.65818404136537e-08,11.6909288567676
"SLC2A4",-1.43125057656183,1.78277366100037,-7.34221476217117,1.41413944610005e-09,6.65818404136537e-08,11.6899301191999
"EGR2",-1.86894240701303,3.76074459470354,-7.33937582522691,1.42893477733463e-09,6.71193973779238e-08,11.6797261432354
"MCC",-1.26077780981337,3.42767676782305,-7.33407409711963,1.45698165041928e-09,6.82753971985396e-08,11.6606697506559
"CXCL9",2.51565947601557,2.58592639705421,7.33153976748554,1.47058278237312e-09,6.87506101246389e-08,11.6515602319991
"ZNF286A",-1.97333662495871,6.59939641816538,-7.32117993013966,1.52751713692659e-09,7.07464755095441e-08,11.6143210697518
"PTPRB",-1.04747166806294,2.99653472340341,-7.32016957003737,1.53318658902787e-09,7.08439170637088e-08,11.610689153321
"RSPO3",-1.31152453112247,1.42414703200208,-7.31695046394089,1.55139097881508e-09,7.15187641718719e-08,11.5991173888041
"GNAO1",-1.2898530228736,2.0603960999459,-7.31485429329597,1.56336129948434e-09,7.19037631005889e-08,11.5915821553098
"PRR11",1.24734294415418,3.26917455565546,7.31035661616154,1.58935876206129e-09,7.29306449039165e-08,11.5754138149907
"CDCA2",1.84043803144548,1.89188344017324,7.30831691799154,1.60129092897907e-09,7.3308869741671e-08,11.5680813496311
"CDC25A",1.2548666084836,1.46555902354679,7.30533875501405,1.61887444142764e-09,7.39434856936225e-08,11.557375088243
"CAB39L",-1.25600081602235,2.59974866923723,-7.30389565017118,1.62746418376727e-09,7.41653345579632e-08,11.5521871849883
"AGTR1",-1.11395628386073,0.986449351169344,-7.30148628428409,1.64190723504263e-09,7.44946065567044e-08,11.5435255332833
"GPX3",-1.95455438077034,5.48125811359742,-7.30143962225548,1.64218821640931e-09,7.44946065567044e-08,11.5433577826782
"SH3BGRL2",-1.23914517617439,1.57000034837254,-7.29850592994724,1.65995087411e-09,7.51288471929193e-08,11.5328110465816
"KCND3",-1.39689899277696,1.83770090118618,-7.29609357134272,1.67470111250105e-09,7.5452690259146e-08,11.5241384171009
"STIL",1.04119907747426,2.71544781905849,7.29186637901007,1.70086537062457e-09,7.64581313324424e-08,11.5089410776989
"ZWINT",1.75588850233724,3.23676659516632,7.28619811794978,1.73659292572846e-09,7.78879567523675e-08,11.4885624417169
"KLF4",-2.20527362442597,5.12414750800215,-7.28439423863466,1.74811987564345e-09,7.82283644350442e-08,11.4820769940332
"PLIN4",-2.50010970554224,4.24933381134186,-7.27689565502112,1.79686371446663e-09,7.98699891336408e-08,11.4551169554337
"HIST1H3J",2.78260635325602,4.08152310499162,7.27624289842072,1.80117077062485e-09,7.9882727771306e-08,11.4527700254531
"SLC52A2",1.45908859721876,4.95152917175621,7.274979032132,1.80953950132004e-09,8.00751455495052e-08,11.4482258849559
"HIST1H2AL",2.52709033303987,4.22806535174285,7.2687445188547,1.85139491994208e-09,8.15059789208503e-08,11.4258097891378
"C1orf21",-1.46651507098751,2.56695537288223,-7.26864366157979,1.85207993593719e-09,8.15059789208503e-08,11.4254471536284
"MYCT1",-1.01526337348957,1.57223529469434,-7.26677346696978,1.86482827140283e-09,8.16129359570546e-08,11.4187227829824
"CYP4F22",-2.26597677461063,1.65507225298244,-7.26562678031158,1.87268818077217e-09,8.1776794425851e-08,11.4145997931982
"SRSF5",-1.23142631208314,7.21580964088363,-7.25865927847886,1.9211650190642e-09,8.37097100083038e-08,11.3895472613171
"TMBIM4",-1.72163074380538,7.92744612187689,-7.25234506133584,1.96618131783533e-09,8.54837124815539e-08,11.3668431091173
"LSR",1.61022120797834,6.07108878062452,7.25139322997582,1.97305828766212e-09,8.55954041868092e-08,11.3634205434201
"CCNF",1.45060538832328,3.32166995925911,7.24867178996882,1.99285384588415e-09,8.60782892692873e-08,11.3536348065319
"TMEM88",-1.69226841838212,2.55982203899462,-7.24426040342028,2.02536535674955e-09,8.72928075341797e-08,11.3377721616622
"NR4A1",-1.99185685874788,7.26315205057504,-7.24287021925422,2.03572055029823e-09,8.75492026274362e-08,11.3327732276327
"EMCN",-1.29793129260249,2.20336318975075,-7.24102807458963,2.0495240281946e-09,8.79505097851753e-08,11.3261490599434
"UBE2T",1.74735189377788,2.01373553015207,7.24044602091857,2.05390490413817e-09,8.79505097851753e-08,11.3240560442084
"TGFBR3",-1.89200875803558,4.72588962773204,-7.23909360283555,2.06412023552102e-09,8.81978601281015e-08,11.3191928466113
"BEGAIN",-1.214501078193,2.23627255624068,-7.2347912581267,2.09695710904407e-09,8.94086712437695e-08,11.3037217732641
"MKI67",1.97016475060622,2.64525214988495,7.21660971420661,2.24160094635909e-09,9.53712402638304e-08,11.2383391528116
"PAGR1",-1.40905627327352,7.94427773234371,-7.21430421278661,2.26064233350548e-09,9.59758600949153e-08,11.230048072683
"FOXP2",-1.09787310563462,1.53423708999377,-7.20751739769286,2.31764071487627e-09,9.81859346777752e-08,11.2056408891778
"GRIK3",-1.53593172266181,1.40615680600869,-7.19912440422673,2.39012251796769e-09,1.00704369034243e-07,11.1754568011247
"PTPN13",-1.26927056841084,3.37563582561525,-7.19895026957476,2.39165013504772e-09,1.00704369034243e-07,11.174830545608
"NCAPH",1.59187034199085,1.92418572053691,7.1988770646426,2.39229262590782e-09,1.00704369034243e-07,11.1745672722871
"SMOC2",-1.2815893385131,4.16727282057114,-7.19091213461072,2.46324002120456e-09,1.03325590883769e-07,11.1459219872084
"MCM10",1.56868762196785,1.68279826403334,7.19072168321526,2.4649620050786e-09,1.03325590883769e-07,11.1452370354427
"NR4A2",-1.88863661941006,3.83350783254493,-7.18879076697367,2.4824887621383e-09,1.03841198347213e-07,11.1382925440483
"CRIP1",-2.03955233595189,9.85153200674585,-7.18745962317752,2.49464404065188e-09,1.04130425301917e-07,11.1335050992827
"ZNF747",-1.65058495221462,6.77943868914271,-7.18622693957451,2.50595336801727e-09,1.04383202241373e-07,11.1290717513375
"STXBP1",-1.15925564136208,3.48581700929888,-7.17416774966102,2.61933479399544e-09,1.08681198016904e-07,11.0857001672618
"SLAMF8",1.53985556276573,2.83302612792849,7.17409062713031,2.62007619155958e-09,1.08681198016904e-07,11.0854227876505
